Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Nuc_Completeness,Geo_Location,Country,Host,Isolation_Source,Collection_Date,date,strain,country
MH887817,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0073-EDO-2017,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2017-03-07,2017-03-07,MH887817,Nigeria
MH887818,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0159-KOGI-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-02-06,2018-02-06,MH887818,Nigeria
MH887819,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0140-EDO-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-01-18,2018-01-18,MH887819,Nigeria
MH887820,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0126-EBONYI-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-01-13,2018-01-13,MH887820,Nigeria
MH887821,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0164-ONDO-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-02-09,2018-02-09,MH887821,Nigeria
MH887822,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0071-EDO-2017,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2017-02-14,2017-02-14,MH887822,Nigeria
MH887823,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0100-EDO-2017,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2017-10-18,2017-10-18,MH887823,Nigeria
MH887824,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0202-EDO-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-02-22,2018-02-22,MH887824,Nigeria
MH887825,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0214-KOGI-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-03-18,2018-03-18,MH887825,Nigeria
MH887826,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0085-EDO-2017,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2017-06-17,2017-06-17,MH887826,Nigeria
MH887827,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0067-EDO-2017,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2017-01-24,2017-01-24,MH887827,Nigeria
MH887828,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0195-EBONYI-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-02-17,2018-02-17,MH887828,Nigeria
MH887829,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0185-ONDO-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-02-13,2018-02-13,MH887829,Nigeria
MH887830,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0094-KOGI-2017,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2017-09-02,2017-09-02,MH887830,Nigeria
MH887831,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0069-EDO-2017,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2017-02-07,2017-02-07,MH887831,Nigeria
MH887832,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0217-DELTA-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-03-27,2018-03-27,MH887832,Nigeria
MH887833,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0118-EDO-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-01-09,2018-01-09,MH887833,Nigeria
MH887834,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0168-DELTA-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-02-10,2018-02-10,MH887834,Nigeria
MH887835,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0102-ONDO-2017,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2017-11-26,2017-11-26,MH887835,Nigeria
MH887836,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0170-ONDO-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-02-11,2018-02-11,MH887836,Nigeria
MH887837,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0125-EBONYI-2018,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2018-01-13,2018-01-13,MH887837,Nigeria
MH887838,Mammarenavirus lassaense,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.","Broad Institute, Infectious Disease Program",USA,2018-10-24,H.sapiens-wt/NGA/2018/LASV0086-EDO-2017,Mammarenavirus lassaense,partial,Nigeria,Nigeria,Homo sapiens,blood,2017-06-25,2017-06-25,MH887838,Nigeria
